total_rooms,population,median_income,median_house_value
2048,2074,2.0156,152700
3684,3891,1.6955,179700
4798,3087,2.127,163300
1709,1939,1.9808,139100
3382,1314,3.8125,382100
3235,1284,2.9384,304100
4439,1749,3.8984,306300
2800,1292,2.7614,272200
3078,1460,2.875,232500
2743,1059,3.625,500000
1507,761,3.0184,87900
2370,1488,2.7361,83300
5341,2288,6.6772,185600
8352,3723,4.5659,140300
1561,731,5.7049,173200
2465,978,7.1381,292200
1790,1035,4.0985,173100
1280,828,4.375,166700
2257,759,11.7894,500001
2246,995,4.2944,354700
2568,1696,2.9154,169200
3376,1990,3.7813,232000
4971,2370,4.9676,381400
2514,2484,3.1146,142500
299,318,1.3125,145800
4444,1922,8.058,477300
3066,3097,2.5523,156500
2907,3212,2.2348,146600
787,731,3.2279,158500
851,936,3.375,147500
2150,1510,3.4952,150000
1856,1853,2.5033,131900
464,416,2.475,142600
733,715,2.5962,124100
962,999,3.375,126000
1256,2990,3.1528,121800
705,655,3.5938,141100
911,1005,2.8167,114000
691,613,1.9667,133900
908,1005,1.75,134000
563,682,2.75,150000
385,402,1.625,129700
1636,1855,2.2902,152400
882,1248,2.761,120000
2099,2325,2.1979,140800
1014,1064,2.4167,125500
946,1191,2.45,132000
759,883,2.125,143800
760,968,1.7813,145000
346,488,1.8681,112500
1657,1689,2.7799,149300
1228,1603,3.0225,130800
756,873,2.7321,156000
428,585,3.1786,132100
1871,2542,2.8427,164400
2410,2106,2.2422,168200
3388,3558,2.4049,159000
2913,3803,2.5556,146500
3297,5027,2.2817,164200
2249,2621,2.3,164200
1991,1380,1.9107,181900
1145,499,4.6389,165500
2099,1276,3.1528,166800
2447,1532,4.3667,171800
856,748,3.8,145800
1157,877,3.1087,171000
1499,1237,3.9333,162300
3653,3215,2.8681,114200
63,47,7.2423,350000
3605,3637,2.6328,160700
1645,1161,3.0893,162700
815,590,3.0052,166700
2110,1404,2.9803,165900
2462,1821,3.5646,162600
1701,1091,3.025,162300
1301,954,2.3804,158000
1664,1369,2.9886,175000
2247,1670,3.07,173000
3714,1956,4.2218,200500
1853,945,5.0787,219200
1533,791,3.4605,186600
4716,2515,2.726,208700
2019,880,4.1023,217300
1808,800,4.8693,277700
2539,1152,4.1354,268200
948,1042,1.55,100000
2171,3002,2.375,139700
1219,1816,1.7589,118300
2364,3184,1.918,147500
2920,3580,1.7393,140200
3768,3940,1.9647,186200
2508,1340,2.6786,191100
2151,1047,3.1149,218800
2143,1004,3.0153,220000
2953,1379,2.1378,180400
1127,492,2.675,241700
2933,2077,2.2538,181300
4405,2178,3.0503,225000
4409,3068,2.2808,154700
3806,1501,2.1212,108300
2311,1019,2.2574,104700
3562,1677,4.1573,228100
1983,853,5.9845,241700
1473,668,8.72,415900
1371,528,15.0001,500001
4269,1467,9.0702,500001
5012,1699,9.4987,500001
3039,1131,7.7116,360900
2228,1311,3.5341,182100
2734,1057,7.9213,477800
1081,904,1.9219,165100
2397,1569,4.21,167900
1346,1204,2.3984,152200
1523,753,2.6591,183800
1116,435,4.9231,230900
2529,1215,4.7853,153100
1940,763,4.975,166700
1907,921,4.875,200400
1688,1605,3.3785,184900
2744,2747,2.6226,148800
2226,2230,2.9167,129300
1369,1475,2.3281,151900
1318,1164,2.9939,135500
2616,2218,2.6842,156000
934,893,2.53,140300
278,266,0.8941,98200
2025,2189,2.6083,148600
616,814,3.3333,115100
389,455,2.7031,109200
3272,3299,2.8295,126500
1079,1249,3.0417,141700
1807,2118,1.55,129000
1629,1893,2.2991,137500
2631,2920,2.0764,145600
609,690,2.9167,145800
2115,2842,2.239,121300
2631,3228,2.15,132200
661,720,2.8977,142500
832,987,3.0972,125000
1845,2191,2.3462,127300
1010,1157,1.6341,161800
988,1508,2.4375,154800
1230,1512,2.152,170800
1698,1280,2.625,206300
903,1068,3.0398,165400
1735,2237,2.3444,156100
1880,2646,2.1836,162000
3214,3086,2.0057,189400
2887,2806,2.2122,169400
6895,8551,2.3175,154500
427,402,1.4167,137500
2608,2062,3.5341,167500
2121,1991,2.9094,152200
1337,968,3.4688,183600
2724,2340,2.7,165000
952,949,2.4297,147200
1516,1820,2.1641,122900
2035,2282,3.2734,136400
749,708,2.4583,136900
1138,878,2.0625,134400
778,933,2.7292,143800
1709,1177,2.4333,155000
5896,4149,2.6742,131900
882,536,4.625,163000
1308,783,4.7361,167700
2326,1832,3.1713,161000
2137,1126,3.4408,172900
1832,1056,4.0658,175100
2664,1627,3.7527,161900
2925,1702,2.375,160800
1890,1378,3.8819,143200
2597,1285,3.975,213800
3596,2416,3.6897,169800
2548,2086,0.7007,134400
2561,1063,3.835,418600
1415,591,2.9798,315600
2569,1030,4.1301,268400
1535,591,4.2411,371700
1497,542,5.0052,321800
3622,1330,3.3125,425500
2618,943,3.7895,254000
284,167,4.25,207500
471,315,1.75,154200
2734,2951,1.7689,117600
2407,1591,3.0513,148100
1571,1631,1.6384,128000
1580,1896,2.0186,130000
1255,1201,1.2206,162500
1180,1046,1.5603,162500
1697,1379,1.2746,129700
3042,4812,1.7701,146200
1852,1712,1.4565,152500
1419,1300,2.0769,100000
2297,1105,1.8388,175000
1434,735,1.5,162500
2048,852,2.5726,193800
1645,1339,1.5536,155000
2653,1087,2.3523,325000
1833,1128,1.1483,112500
1776,1391,1.1295,137500
2103,923,5.0553,111100
2035,704,2.1979,146400
11275,5731,5.0285,167900
1781,913,3.9963,126800
10626,4353,9.8413,500001
1602,680,6.553,500001
2031,859,7.419,483700
2061,825,15.0001,500001
1788,735,6.6009,375700
2525,1514,4.3359,209200
1309,883,3.1287,198000
679,483,4.2344,162500
1219,1036,4.0417,170600
2591,2366,2.3071,146400
2833,2148,2.7012,172100
2524,2487,2.4932,167700
1266,1032,2.1667,150000
1158,1051,2.286,169300
1638,1155,3.4227,143800
1577,1317,3.2121,153900
2054,1205,4.239,213000
2090,2043,1.9706,144200
1241,1055,2.3409,115500
1555,1152,3.375,169600
2965,2128,3.0241,166300
2324,3020,1.1868,93800
1734,1133,2.5132,163100
1715,2052,2.3125,116100
555,748,1.9762,137500
1273,1193,2.4375,122900
1051,1435,1.6667,133600
977,1084,2.7708,127900
1291,1535,1.9083,119200
1098,1178,2.1058,124300
349,276,3.2125,125000
1296,1423,2.7432,135200
1682,1706,2.1029,153300
1279,1438,2.1774,157600
1095,1322,1.9688,150000
1074,1613,2.3015,131700
1011,1164,2.8542,146900
1053,1036,2.1071,136700
1183,851,3.2639,142600
2250,2588,1.9719,134200
525,627,2.6964,125000
1535,1820,1.7801,142800
2702,3260,2.3575,144800
474,546,2.3438,137500
1478,1735,1.8875,136700
1429,1537,3.0114,157500
1547,1930,3.3869,157300
1212,1129,2.6673,142300
1273,1398,2.4516,147800
1172,1741,2.4596,154700
973,1257,2.8214,158000
4179,4582,2.0087,172100
1022,1058,2.6042,156700
151,380,1.4224,189600
2700,2815,2.4196,178400
1790,1827,1.7562,181300
979,934,2.6354,151800
3507,3740,2.0162,142000
1436,850,3.2768,179100
2309,2609,2.7206,162100
1651,1559,2.3882,148100
1368,1244,3.0833,164800
1871,1315,3.3661,160800
1403,1111,3.3846,168100
1613,1227,3.1667,145700
1334,1226,3.4712,144300
2339,1732,3.0987,139400
1356,1469,2.0785,139800
915,1153,3.305,115800
2695,2935,2.0134,132400
915,826,2.7708,117400
2326,2073,1.9952,112900
1073,1385,2.3214,104800
2762,2677,2.5719,105600
4018,3702,2.9293,113600
1696,1639,2.0357,107300
886,1154,2.1071,99500
1769,1166,2.875,178300
4701,2571,2.5417,184100
1824,1200,3.4375,156700
1999,1060,3.7031,167100
2009,1449,2.7045,155400
2013,1659,3.1215,153600
1133,774,2.2381,137500
1167,773,3.2798,150300
3533,2678,2.2417,151900
1228,537,2.25,192000
2641,1011,6.4468,444200
1773,815,4.9,406300
2953,1914,3.5521,290000
1835,1038,4.4559,198500
2125,1604,2.9943,190600
2010,1535,1.9848,160400
2326,2635,2.1985,141800
1823,2339,1.6792,130600
2114,2357,1.7938,142600
1834,1967,2.137,126600
3107,3543,1.9387,141700
992,694,2.5544,162500
1021,533,1.8036,175000
1511,914,0.9318,187500
1648,898,1.5844,162500
1013,1083,1.8438,162500
2741,2924,1.3274,218800
1562,692,1.4048,200000
1574,820,1.2321,137500
9076,7694,4.875,163400
1493,665,6.7571,443900
1477,609,7.8375,500001
2890,1219,6.987,500001
5550,2465,6.8317,446100
3800,1842,5.5524,293900
2090,1219,4.0909,204200
1941,1012,3.9375,217000
2035,2589,3.5349,193600
3369,2032,4.0052,196400
1580,1462,3.3326,167600
1565,1500,2.8125,155600
1908,1557,2.9194,162000
678,791,4.0625,171300
1901,1856,3,156400
3659,4153,2.5211,162900
2040,1698,1.9355,166300
1441,1809,2.1793,185700
3643,4336,2.07,154500
1594,1668,2.5343,138200
1320,1405,2.4375,114000
1807,1699,2.2222,126000
1765,2203,2.2708,159600
1353,1688,1.9937,139600
453,533,2.2961,112500
1181,1441,2.1136,111800
762,728,2.4886,137500
1407,1526,2.29,121800
1165,1279,1.9615,141700
1703,2490,2.02,147200
1268,1887,2.625,150000
1146,1354,1.9205,121900
1082,1085,1.7054,117200
2672,2883,2.0885,142800
1249,1223,2.07,136300
1399,1419,1.8224,143800
1625,2003,2.181,147200
774,813,2.3472,135200
583,730,1.4115,140600
1754,1849,2.3716,122800
1292,1150,1.925,135200
1583,1776,2.7266,140800
498,548,3.7543,126600
36,35,1.625,175000
1705,2252,2.3421,154200
1608,2140,3.1979,154700
1134,1615,2.1468,141700
1186,2087,1.9132,154600
1474,1844,2.551,160000
867,950,1.8929,163100
1403,1506,2,172700
2369,3259,2.1964,158500
1911,2055,2.3917,154600
2474,2830,2.754,166200
3114,2959,3.1875,171700
1233,1190,2.8371,161300
1512,1690,3.055,167000
2127,2021,2.9773,164600
679,788,2.1406,165300
1924,2101,2.4267,151500
1818,1705,4.0441,157500
1570,1321,3.7361,171800
1413,1200,3.5125,169300
857,934,2.6339,145700
1929,1780,3.4402,149400
2210,2341,2.1715,131100
1191,1193,2.5185,138800
1283,1025,3.2798,141200
1411,1432,3.0871,138800
1050,895,3.1538,155600
414,477,3.6719,130400
1381,1494,3.5878,118400
2283,1836,2.8793,118100
1552,2093,2.2125,103200
1435,1298,2.7813,105100
1000,1178,2.12,105000
2538,2170,2.7212,107900
2945,2858,3.2368,136900
1699,1188,4.2083,147300
1482,1052,3.9469,158200
1554,974,4.2135,161400
703,757,2.525,155500
2732,1690,2.6465,160200
1854,1360,2.4844,158200
2557,2286,2.3041,149100
3405,1953,2.7813,159200
3737,1305,7.2096,490300
2251,913,4.6042,272200
2347,1219,5.3096,209900
1388,742,4.6458,212100
944,533,3.4808,206900
3013,1525,4.95,194000
1786,1090,2.8988,194900
1009,614,4.0074,200800
4577,2749,2.5012,197500
2105,1807,2.7183,190400
767,569,2.9514,185200
2549,1388,3.0135,192700
2851,3744,2.0675,116700
2662,3018,2.3305,162500
1889,1545,1.7064,175000
517,995,2.225,106300
1158,1209,2.7813,129200
2034,1257,1.2864,131300
2404,1566,1.5076,145800
4001,2313,3.0441,140100
2573,1273,5.9508,181100
2260,941,8.3695,500001
1676,757,4.7734,450800
3646,1409,6.3794,500001
2672,1113,12.1579,500001
8590,3401,8.1325,472700
434,199,5.9199,420500
1908,1412,2.2267,189800
2465,1433,3.25,214200
1590,1127,3.4625,173900
1904,1666,3.6845,175800
1937,1523,3.5638,170500
5077,3348,3.0377,186800
1684,795,5.2723,218300
2000,1234,3.7437,241700
1561,1780,2.4632,144200
1287,1171,1.6118,138500
1822,1961,1.9881,159200
1660,1678,2.7708,148200
3672,3062,2.6806,153000
986,1347,2.2907,133900
2574,3163,1.9495,173200
1770,1848,2.4135,167200
1346,1452,1.7292,191700
902,1312,1.9375,168800
1453,1486,2.3859,153100
1077,1198,2.1333,160200
511,1152,2.3611,156800
1478,1580,1.8781,147500
722,930,2.5455,114300
950,1485,1.9271,136400
1841,3199,1.6319,151600
1079,1358,2.52,131900
745,694,1.3846,129200
846,1153,2.1923,155000
1306,1499,2.2788,139600
1502,1844,1.9405,152500
1825,2097,2.1862,135300
497,547,2.2083,146300
876,872,2.2656,145000
1860,1893,2.6573,141800
1550,1718,2.5268,141100
22,55,7.5752,67500
792,872,2.6875,129700
1811,2123,1.3615,133300
47,51,3.2188,112500
1315,1257,3.2788,169000
788,883,2.6818,164600
1751,1558,3.0313,166100
1863,2274,2.1005,171300
1686,1590,2.3241,159300
2265,2323,2.1522,155300
1500,1726,1.8641,165100
1889,2087,1.7778,154000
2134,2248,2.2988,153400
2129,2376,2.0372,160800
1116,1265,2.295,155200
1807,1628,2.84,156100
2227,2244,2.4459,143800
892,1443,2.1903,162500
619,636,2.5083,118100
1337,1769,2.6953,121000
2831,3649,1.9668,152100
1722,1432,3.2976,151200
602,645,3.1964,115400
1669,1870,3.0417,117300
1073,1197,2.7109,133000
2422,2601,1.7824,110200
1545,1807,2.6429,105300
1810,1335,3.1189,118800
1211,1128,3.4792,110700
1254,929,4.3646,116200
1565,1389,2.7443,113900
929,686,3.4485,119400
1507,1082,3.225,138200
1976,1254,2.1782,126800
822,627,3.4583,166300
793,601,2.8837,176100
455,394,4.9562,165700
1005,723,4.3424,162500
1719,1444,2.8438,139300
1278,1157,3.5054,146800
1816,1524,3.8586,157900
1693,1255,3.6923,159700
905,764,3.3214,162200
1815,1807,3.0882,160700
1387,984,4.25,143100
121,153,2.1964,150000
1598,1691,2.3605,141800
32,96,4.5938,112500
2357,1162,4.3636,179700
14348,5839,5.3799,222400
3296,1268,8.4802,500001
2686,1094,7.0059,500001
2174,1030,3.5707,341700
959,446,3.215,331300
2443,1115,3.9777,409800
4704,1895,4.9297,400000
2298,1203,5.5291,274600
1388,735,3.7404,247700
3657,1725,5.5456,258100
791,501,3.3542,178100
1585,949,2.7098,173800
2749,1375,4.825,205800
2983,1614,5.7794,272400
1298,750,5.2049,240800
2870,1371,5.2083,220900
4003,2785,4.1213,252100
1903,1187,4.0469,196600
1072,996,2.8194,165000
1706,1941,2.5213,149700
1081,970,1.875,150000
1427,1835,2.48,138900
1709,2105,1.9704,152100
394,573,1.8173,154200
839,1079,1.7463,158300
1504,2059,2.0133,145800
48,41,10.2264,112500
1083,1132,2.2344,153100
1105,1598,1.2,115600
1422,1640,1.6122,157100
1243,1668,1.0714,137500
1113,928,3.1654,155000
798,1417,1.4189,141700
2343,2468,1.5163,115000
554,888,1.8125,139600
1402,1976,2.6964,163200
626,625,3.125,166300
1514,1496,2.1044,148200
2225,2980,1.6685,128800
1971,2650,2.0357,169900
1781,1913,1.2059,255000
1011,899,2.7045,190600
1688,1663,4.0609,171300
1147,1097,2.6384,162900
1058,1097,2.881,183300
381,259,3.0313,166100
2232,2361,2.5966,170900
3896,4496,3.153,150900
1115,1412,3.0903,153500
1046,1218,2.6538,143400
930,1203,2.5938,115400
788,1155,3.3542,153800
1921,2286,3.0167,130000
1263,1789,1.9957,89300
926,1856,2.1366,100000
571,841,2.6154,89200
1847,2263,1.5161,103200
1802,2096,2.3542,97900
796,679,3.6607,110400
1649,1786,1.4091,105600
1007,1112,1.7262,115600
990,776,2.125,120200
797,485,2.7434,95200
873,1086,2.25,126600
266,252,2.1211,138100
998,1335,1.6574,102500
8732,3944,5.1948,203500
1928,1358,4.0687,160300
1131,1007,4.0219,168300
1792,1115,3.9091,174400
1426,871,3.7083,175200
1370,1018,4.4474,160200
1680,1779,3.6086,146300
5357,3030,1.9311,138100
726,602,3.7885,156900
1486,1345,3.3988,147800
1285,1291,3.7708,157100
1984,1764,3.875,165100
143,222,1.7,104200
2354,775,1.8369,59400
2627,1059,3.6382,138200
3857,1695,7.642,396400
2377,1055,6,367100
1376,618,5.9771,431800
2288,1079,4.5486,361000
309,121,6.213,285000
1399,859,3.4148,234800
2988,1357,3.5174,268000
1464,693,2.5463,200000
1477,750,5.3925,317900
1473,807,3.399,306300
1853,757,3.6875,422000
2332,943,8.1132,446600
3105,1359,5.1718,429100
2124,998,5.3369,370400
1649,1332,3.1004,257100
2865,2061,2.6268,201300
2864,1745,2.9167,224300
737,462,3.5893,212500
1162,781,4.6528,244400
1799,1088,2.975,244500
609,407,4.5766,185800
2094,1413,4.5089,221100
1546,974,2.2843,183800
4148,3220,3.3389,187100
2612,2496,3.133,156000
1021,495,5.5051,223500
2483,2121,2.2788,152900
1353,1536,2.1687,157000
1051,799,2.712,143800
859,913,2.6442,136100
1747,1680,2.6051,155500
438,690,2.0476,181300
506,397,3.1944,143800
1335,1586,1.9722,156300
346,346,2.5313,225000
167,267,1.5227,350000
706,839,4.5208,165000
378,714,2.1912,112500
1366,2160,2.2059,150000
2562,3909,1.9929,150600
986,1439,2.39,183300
932,1226,1.6065,111400
2748,2962,2.6951,169300
3186,3913,3.0143,148200
1977,2406,2.5913,151600
405,686,1.695,94800
1683,2190,2.2391,152800
705,739,0.9166,99000
2667,2865,0.6831,87500
504,789,0.9518,91400
1141,1313,2.0187,90100
1110,1417,2.3333,92100
1090,1339,2.1607,97600
239,308,1.4028,105400
501,487,1.3,87000
1149,909,1.7411,96700
1147,1219,2.0658,93200
545,610,1.4861,95100
1735,1699,1.1793,103800
1555,1665,1.6437,98800
789,1041,3.119,90300
661,742,2.1734,88200
1060,1215,2.0804,84700
677,984,2.5893,88900
2462,2334,1.641,96800
2143,2276,1.8095,100800
2598,1872,3.1667,117700
1255,1782,2.1949,95100
1941,1204,3.0417,113700
842,763,2.6719,109800
1106,888,5.3307,207000
239,165,1.3333,187500
59,69,2.5588,350000
3812,1645,7.585,380100
1061,514,6.01,254200
1541,753,5.1028,292100
1912,896,5.3473,352700
2507,1232,5.529,241300
1722,926,4.1523,252000
3817,1888,3.5777,245600
850,493,6.9408,298800
2187,733,9.5823,406200
1904,797,6.6603,380400
2549,1156,3.3333,374300
2063,1892,1.7301,202300
1235,499,3.1435,282600
2734,1562,3.3906,284100
4852,3171,2.5924,192900
4877,4486,2.4421,222100
1813,1501,1.9125,238000
1843,1402,2.462,254000
3196,2929,3.0206,219500
2170,1043,5.6921,269000
1971,1245,4.0272,260500
1644,959,3.3636,257700
1213,801,3.1806,204200
80,125,0.8907,154200
2904,3320,2.6111,168800
2141,1777,2.7679,178800
1148,1161,2.2167,176700
1525,1688,3.1691,141300
137,65,4.025,137500
109,86,4.9844,187500
223,249,1.6136,137500
1204,1074,1.0227,87500
390,435,1.1979,350000
2870,3325,1.7395,162500
1703,1823,0.8288,181300
116,171,1.0769,112500
542,571,1.8485,90600
1456,2098,1.8929,99200
405,376,1.7813,127500
863,788,0.9463,95000
1715,1714,1.7132,108200
448,504,1.875,98600
1425,1803,1.6731,88200
885,1270,2.1615,118800
312,498,2.4107,96400
173,230,3.0724,110700
1196,1622,2.125,108900
861,1062,1.75,115400
1182,1644,2.1473,115100
1657,2033,2.1429,118500
1053,1354,2.5833,112500
1338,1765,1.7778,109900
643,821,2.5729,97300
1602,1553,2.0655,93400
859,912,1.9041,105100
1193,1210,1.35,89500
649,653,1.4792,97500
441,390,1.6513,90200
2316,1938,1.25,97400
1260,1167,0.9708,107600
380,411,0.9705,90000
1215,1211,1.7212,95500
869,1040,2,84200
796,673,2.0769,88300
940,1071,1.2679,92000
1027,824,1.5132,86300
1063,992,0.8984,88700
1079,601,2.2411,106400
328,605,2.4464,97400
1772,1122,3.2768,96100
972,761,1.4688,88200
745,721,1.875,102900
1446,1286,2.7083,103600
1308,901,2.8269,98000
642,475,1.2083,92600
2055,1518,2.3382,103000
1079,1055,2.375,93600
1479,1166,2.6165,100900
1843,1207,2.4821,111000
7368,4721,4.8438,213100
574,784,2.25,152300
3150,1392,4.9355,336900
1979,1157,4.4083,217700
1954,967,5.0862,261300
2839,1413,4.1667,271200
2421,1232,4.6852,296200
1532,631,5.1242,372900
5131,2690,2.5668,280000
3700,1681,3.9054,200000
1377,768,2.2621,187500
1238,605,2.8478,228100
3960,1729,3.0441,193800
3712,1888,3.6875,209600
584,552,1.8235,275000
1615,1245,1.8929,196900
5980,5217,2.506,184500
3487,3749,2.1602,221900
2946,2542,2.2244,255900
739,861,2.4856,181300
1281,1584,2.8889,153100
125,99,3.4375,170000
2230,1667,2.8667,217800
2222,1817,2.7466,208900
598,312,2.625,164300
4198,1935,3.7184,277300
3142,1728,3.1864,189800
2050,957,3.5603,210000
1866,1211,2.935,189400
1903,1919,2.6336,174300
2133,2104,2.6136,169200
2059,2033,1.9028,217900
764,1275,2,175000
4297,4332,2.2545,192500
719,801,2.3942,133300
4011,1673,5.3081,287500
3105,1086,0.8131,275000
2806,2232,0.6775,350000
1274,1655,2.1905,124000
1368,2239,1.913,114300
1676,2564,2.1957,100800
1375,1698,1.6302,130700
1311,1792,2.3304,119900
1575,1980,1.7425,100500
1429,1412,1.3287,107200
879,1034,1.2857,99300
1301,1952,2.1466,100800
962,1280,1.4464,110200
481,596,1.2396,90300
1768,1721,1.303,90400
1176,1267,1.6382,105000
1905,2194,1.4792,95800
1218,1292,1.5781,102900
1419,1696,2.2813,101300
2261,2496,1.5556,98500
2215,2054,1.5272,100300
1087,1441,1.6667,112500
1867,2223,1.7207,105100
1503,1886,2.5637,125000
1045,1666,1.7929,97200
1735,2288,1.9119,98800
1346,1520,1.1635,108700
1231,1217,1.8661,106600
794,814,2.2917,112000
1026,1316,1.7708,102600
879,1057,1.6776,114800
1052,793,1.6585,92900
2015,1543,1.8672,98100
1876,1571,2.0323,112500
1326,918,2.3864,98800
1766,1655,0.9751,95500
1576,1252,1.9798,98100
1405,1086,1.0375,89800
2136,1799,1.5427,95700
1463,940,2.3333,99800
793,736,0.8527,90400
1002,1092,1.6333,94500
763,754,2.0486,101800
657,526,2.5,110200
180,246,2.85,90000
2452,2664,0.9298,100000
581,647,3.2917,83100
723,411,2.0893,96500
1737,1184,2.5363,95900
1137,747,2,92600
1950,1125,3.1111,119300
1479,963,3.4917,109500
1386,1163,2.4271,89500
1201,733,3.3804,105800
2119,1372,1.9605,106200
1135,614,2.5521,113100
1476,1086,2.4632,111700
1042,699,2.9643,103200
406,268,3.9,115800
1527,1154,3.3095,105500
1582,1957,2.4537,91500
1367,1183,2.6812,104100
1027,1042,2.2121,98600
3022,1852,6.0531,186400
1697,1274,3.35,163100
981,1183,1.9208,139800
1349,1716,2.7143,138100
1205,1799,2.375,128000
296,511,1.4444,182100
5813,2275,4.7778,340400
890,555,4.4821,271900
2485,1226,5.7083,329500
1666,788,6.6277,344400
1428,836,4.5759,209200
1107,518,7.5582,263700
1805,838,5.4306,326600
14556,5459,8.1657,500001
5949,2593,3.8576,318600
3407,1883,3.7321,351100
2919,1866,3.1733,206300
1775,950,3.5417,177100
3340,2315,2.8884,252300
2481,1763,2.8088,247500
2981,1941,3,178600
1727,1200,4.1083,210700
3431,4094,2.2614,248100
1336,1255,2.5388,205000
196,194,1.2188,218800
1383,1185,2.5,207100
2290,1278,3.8393,238200
1942,1375,2.7348,209100
1740,749,3.5673,270700
1310,689,4.0721,350000
2566,1421,3.6579,318600
1532,669,3.6434,278800
3503,2652,3.8448,241400
984,994,2.3816,166700
1791,2183,1.7945,166700
945,910,3.5039,187500
2174,1992,2.5428,167800
1396,1069,2.4375,203300
830,701,2.7625,232100
1802,2382,1.8438,185900
2341,2371,2.4038,181700
2306,2823,2.0214,170500
579,673,2.625,187500
715,1174,2.345,225000
326,490,1.4886,175000
58,41,4.0972,500001
1529,1051,2.462,162500
299,287,1.2096,100000
1465,1859,1.3134,96200
1249,1607,2.0703,114800
980,1308,1.5652,123100
1091,1786,2.131,136500
1551,2173,2.1667,117700
1269,1628,1.5089,115800
2179,2624,1.8641,108200
697,749,1.4653,118800
